,Entity,Year,Coal Consumption - EJ,Gas Consumption - EJ,Geo Biomass Other - TWh,Hydro Generation - TWh,Nuclear Generation - TWh,Solar Generation - TWh,Wind Generation -TWh,Oil Consumption - EJ
330,Azerbaijan,1985,0.00,0.48,0.00,1.31,0.00,0.00,0.00,0.35
331,Azerbaijan,1986,0.00,0.53,0.00,0.80,0.00,0.00,0.00,0.37
332,Azerbaijan,1987,0.00,0.52,0.00,0.80,0.00,0.00,0.00,0.34
333,Azerbaijan,1988,0.00,0.52,0.00,0.70,0.00,0.00,0.00,0.35
334,Azerbaijan,1989,0.00,0.54,0.00,0.70,0.00,0.00,0.00,0.34
335,Azerbaijan,1990,0.00,0.55,0.00,1.66,0.00,0.00,0.00,0.36
336,Azerbaijan,1991,0.00,0.53,0.00,1.76,0.00,0.00,0.00,0.35
337,Azerbaijan,1992,0.00,0.41,0.00,1.75,0.00,0.00,0.00,0.34
338,Azerbaijan,1993,0.00,0.30,0.00,2.43,0.00,0.00,0.00,0.34
339,Azerbaijan,1994,0.00,0.28,0.00,1.83,0.00,0.00,0.00,0.31
340,Azerbaijan,1995,0.00,0.28,0.00,1.56,0.00,0.00,0.00,0.28
341,Azerbaijan,1996,0.00,0.21,0.00,1.54,0.00,0.00,0.00,0.25
342,Azerbaijan,1997,0.00,0.20,0.00,1.71,0.00,0.00,0.00,0.24
343,Azerbaijan,1998,0.00,0.18,0.00,1.95,0.00,0.00,0.00,0.25
344,Azerbaijan,1999,0.00,0.20,0.00,1.51,0.00,0.00,0.00,0.24
345,Azerbaijan,2000,0.00,0.19,0.00,1.53,0.00,0.00,0.00,0.27
346,Azerbaijan,2001,0.00,0.27,0.00,1.30,0.00,0.00,0.00,0.17
347,Azerbaijan,2002,0.00,0.27,0.00,2.02,0.00,0.00,0.00,0.16
348,Azerbaijan,2003,0.00,0.28,0.00,2.47,0.00,0.00,0.00,0.18
349,Azerbaijan,2004,0.00,0.33,0.00,2.76,0.00,0.00,0.00,0.20
350,Azerbaijan,2005,0.00,0.34,0.00,3.01,0.00,0.00,0.00,0.23
351,Azerbaijan,2006,0.00,0.36,0.00,2.52,0.00,0.00,0.00,0.21
352,Azerbaijan,2007,0.00,0.32,0.00,2.36,0.00,0.00,0.00,0.19
353,Azerbaijan,2008,0.00,0.36,0.00,2.23,0.00,0.00,0.00,0.16
354,Azerbaijan,2009,0.00,0.31,0.00,2.31,0.00,0.00,0.00,0.14
355,Azerbaijan,2010,0.00,0.29,0.00,3.45,0.00,0.00,0.00,0.14
356,Azerbaijan,2011,0.00,0.32,0.00,2.68,0.00,0.00,0.00,0.17
357,Azerbaijan,2012,0.00,0.34,0.00,1.82,0.00,0.00,0.00,0.18
358,Azerbaijan,2013,0.00,0.34,0.07,1.49,0.00,0.00,0.00,0.20
359,Azerbaijan,2014,0.00,0.35,0.09,1.30,0.00,0.00,0.00,0.20
360,Azerbaijan,2015,0.00,0.40,0.09,1.64,0.00,0.00,0.00,0.20
361,Azerbaijan,2016,0.00,0.39,0.09,1.96,0.00,0.04,0.02,0.20
362,Azerbaijan,2017,0.00,0.38,0.09,1.75,0.00,0.04,0.02,0.20
363,Azerbaijan,2018,0.00,0.39,0.08,1.77,0.00,0.04,0.08,0.21
364,Azerbaijan,2019,0.00,0.42,0.08,1.56,0.00,0.04,0.13,0.21
365,Bangladesh,1965,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
366,Bangladesh,1966,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
367,Bangladesh,1967,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
368,Bangladesh,1968,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
369,Bangladesh,1969,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
370,Bangladesh,1970,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
371,Bangladesh,1971,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
372,Bangladesh,1972,0.00,0.02,0.00,0.18,0.00,0.00,0.00,0.04
373,Bangladesh,1973,0.01,0.02,0.00,0.33,0.00,0.00,0.00,0.04
374,Bangladesh,1974,0.00,0.02,0.00,0.24,0.00,0.00,0.00,0.04
375,Bangladesh,1975,0.01,0.02,0.00,0.44,0.00,0.00,0.00,0.05
376,Bangladesh,1976,0.01,0.03,0.00,0.49,0.00,0.00,0.00,0.05
377,Bangladesh,1977,0.01,0.04,0.00,0.44,0.00,0.00,0.00,0.05
378,Bangladesh,1978,0.01,0.04,0.00,0.51,0.00,0.00,0.00,0.06
379,Bangladesh,1979,0.00,0.05,0.00,0.59,0.00,0.00,0.00,0.06
380,Bangladesh,1980,0.01,0.05,0.00,0.58,0.00,0.00,0.00,0.07
381,Bangladesh,1981,0.01,0.05,0.00,0.63,0.00,0.00,0.00,0.07
382,Bangladesh,1982,0.01,0.06,0.00,0.52,0.00,0.00,0.00,0.07
383,Bangladesh,1983,0.00,0.07,0.00,0.66,0.00,0.00,0.00,0.06
384,Bangladesh,1984,0.00,0.08,0.00,0.90,0.00,0.00,0.00,0.06
385,Bangladesh,1985,0.00,0.09,0.00,0.74,0.00,0.00,0.00,0.07
386,Bangladesh,1986,0.00,0.10,0.00,0.45,0.00,0.00,0.00,0.08
387,Bangladesh,1987,0.00,0.12,0.00,0.52,0.00,0.00,0.00,0.08
388,Bangladesh,1988,0.01,0.14,0.00,0.68,0.00,0.00,0.00,0.08
389,Bangladesh,1989,0.01,0.15,0.00,0.92,0.00,0.00,0.00,0.08
390,Bangladesh,1990,0.01,0.16,0.00,0.88,0.00,0.00,0.00,0.08
391,Bangladesh,1991,0.00,0.17,0.00,0.84,0.00,0.00,0.00,0.07
392,Bangladesh,1992,0.00,0.18,0.00,0.80,0.00,0.00,0.00,0.08
393,Bangladesh,1993,0.00,0.21,0.00,0.61,0.00,0.00,0.00,0.09
394,Bangladesh,1994,0.00,0.22,0.00,0.85,0.00,0.00,0.00,0.10
395,Bangladesh,1995,0.01,0.24,0.00,0.37,0.00,0.00,0.00,0.13
396,Bangladesh,1996,0.01,0.26,0.00,0.74,0.00,0.00,0.00,0.13
397,Bangladesh,1997,0.01,0.26,0.00,0.72,0.00,0.00,0.00,0.15
398,Bangladesh,1998,0.00,0.28,0.00,0.87,0.00,0.00,0.00,0.16
399,Bangladesh,1999,0.00,0.30,0.00,0.83,0.00,0.00,0.00,0.14
400,Bangladesh,2000,0.01,0.33,0.00,0.75,0.00,0.00,0.00,0.14
401,Bangladesh,2001,0.01,0.37,0.00,0.99,0.00,0.00,0.00,0.17
402,Bangladesh,2002,0.02,0.38,0.00,0.75,0.00,0.00,0.00,0.17
403,Bangladesh,2003,0.01,0.41,0.00,0.75,0.00,0.00,0.00,0.18
404,Bangladesh,2004,0.01,0.44,0.00,0.75,0.00,0.00,0.00,0.17
405,Bangladesh,2005,0.03,0.48,0.00,0.75,0.00,0.00,0.00,0.17
406,Bangladesh,2006,0.05,0.52,0.00,0.75,0.00,0.01,0.00,0.17
407,Bangladesh,2007,0.04,0.55,0.00,0.75,0.00,0.01,0.00,0.16
408,Bangladesh,2008,0.04,0.59,0.00,0.95,0.00,0.02,0.00,0.16
409,Bangladesh,2009,0.05,0.67,0.00,0.42,0.00,0.03,0.01,0.15
410,Bangladesh,2010,0.03,0.69,0.00,0.73,0.00,0.04,0.01,0.17
411,Bangladesh,2011,0.05,0.70,0.00,0.87,0.00,0.06,0.01,0.22
412,Bangladesh,2012,0.04,0.77,0.00,0.78,0.00,0.09,0.01,0.23
413,Bangladesh,2013,0.05,0.79,0.00,0.73,0.00,0.13,0.01,0.23
414,Bangladesh,2014,0.03,0.83,0.01,0.57,0.00,0.17,0.01,0.26
415,Bangladesh,2015,0.11,0.93,0.01,0.90,0.00,0.20,0.01,0.27
416,Bangladesh,2016,0.08,0.95,0.01,0.88,0.00,0.21,0.01,0.30
417,Bangladesh,2017,0.09,0.96,0.01,1.03,0.00,0.27,0.01,0.33
418,Bangladesh,2018,0.10,0.99,0.01,0.87,0.00,0.30,0.01,0.38
419,Bangladesh,2019,0.14,1.24,0.01,0.82,0.00,0.42,0.01,0.37
420,Belarus,1985,0.09,0.31,0.00,0.02,0.00,0.00,0.00,1.07
421,Belarus,1986,0.10,0.32,0.00,0.02,0.00,0.00,0.00,1.26
422,Belarus,1987,0.10,0.36,0.00,0.02,0.00,0.00,0.00,1.25
423,Belarus,1988,0.10,0.41,0.00,0.02,0.00,0.00,0.00,1.21
424,Belarus,1989,0.10,0.44,0.00,0.02,0.00,0.00,0.00,1.13
425,Belarus,1990,0.09,0.47,0.00,0.02,0.00,0.00,0.00,1.05
426,Belarus,1991,0.08,0.49,0.00,0.02,0.00,0.00,0.00,1.01
427,Belarus,1992,0.07,0.57,0.00,0.02,0.00,0.00,0.00,0.86
428,Belarus,1993,0.06,0.52,0.00,0.02,0.00,0.00,0.00,0.61
429,Belarus,1994,0.04,0.46,0.00,0.02,0.00,0.00,0.00,0.50
430,Belarus,1995,0.04,0.41,0.00,0.02,0.00,0.00,0.00,0.45
431,Belarus,1996,0.05,0.44,0.00,0.02,0.00,0.00,0.00,0.44
432,Belarus,1997,0.05,0.50,0.00,0.02,0.00,0.00,0.00,0.39
433,Belarus,1998,0.05,0.51,0.00,0.03,0.00,0.00,0.00,0.37
434,Belarus,1999,0.04,0.52,0.00,0.02,0.00,0.00,0.00,0.34
435,Belarus,2000,0.04,0.55,0.00,0.03,0.00,0.00,0.00,0.33
436,Belarus,2001,0.03,0.54,0.00,0.03,0.00,0.00,0.00,0.32
437,Belarus,2002,0.03,0.56,0.00,0.03,0.00,0.00,0.00,0.33
438,Belarus,2003,0.03,0.55,0.00,0.03,0.00,0.00,0.00,0.34
439,Belarus,2004,0.03,0.67,0.00,0.03,0.00,0.00,0.00,0.34
440,Belarus,2005,0.03,0.68,0.00,0.04,0.00,0.00,0.00,0.32
441,Belarus,2006,0.03,0.70,0.00,0.04,0.00,0.00,0.00,0.37
442,Belarus,2007,0.03,0.70,0.01,0.04,0.00,0.00,0.00,0.34
443,Belarus,2008,0.03,0.72,0.03,0.04,0.00,0.00,0.00,0.34
444,Belarus,2009,0.03,0.61,0.06,0.05,0.00,0.00,0.00,0.39
445,Belarus,2010,0.03,0.75,0.08,0.05,0.00,0.00,0.00,0.31
446,Belarus,2011,0.03,0.69,0.10,0.04,0.00,0.00,0.00,0.36
447,Belarus,2012,0.03,0.70,0.10,0.07,0.00,0.00,0.01,0.44
448,Belarus,2013,0.04,0.69,0.08,0.14,0.00,0.00,0.01,0.30
449,Belarus,2014,0.03,0.69,0.08,0.12,0.00,0.00,0.01,0.34
450,Belarus,2015,0.03,0.64,0.09,0.11,0.00,0.01,0.04,0.29
451,Belarus,2016,0.03,0.64,0.09,0.14,0.00,0.03,0.07,0.29
452,Belarus,2017,0.04,0.66,0.11,0.41,0.00,0.09,0.10,0.29
453,Belarus,2018,0.04,0.70,0.11,0.32,0.00,0.12,0.10,0.31
454,Belarus,2019,0.04,0.69,0.11,0.32,0.00,0.12,0.11,0.32
455,Belgium,1965,0.80,0.00,0.00,0.27,0.00,0.00,0.00,0.68
456,Belgium,1966,0.73,0.00,0.00,0.30,0.01,0.00,0.00,0.69
457,Belgium,1967,0.72,0.02,0.00,0.24,0.09,0.00,0.00,0.76
458,Belgium,1968,0.74,0.04,0.00,0.24,0.06,0.00,0.00,0.89
459,Belgium,1969,0.72,0.09,0.00,0.23,0.02,0.00,0.00,1.02
460,Belgium,1970,0.68,0.14,0.00,0.25,0.06,0.00,0.00,1.12
461,Belgium,1971,0.56,0.20,0.00,0.13,0.00,0.00,0.00,1.14
462,Belgium,1972,0.54,0.25,0.00,0.18,0.01,0.00,0.00,1.24
463,Belgium,1973,0.45,0.30,0.12,0.17,0.08,0.00,0.00,1.30
464,Belgium,1974,0.48,0.35,0.11,0.24,0.15,0.00,0.00,1.14
465,Belgium,1975,0.36,0.35,0.08,0.18,6.78,0.00,0.00,1.09
466,Belgium,1976,0.38,0.37,0.06,0.11,10.04,0.00,0.00,1.13
467,Belgium,1977,0.38,0.36,0.25,0.22,11.94,0.00,0.00,1.11
468,Belgium,1978,0.39,0.36,0.26,0.22,12.51,0.00,0.00,1.19
469,Belgium,1979,0.44,0.39,0.32,0.23,11.41,0.00,0.00,1.18
470,Belgium,1980,0.44,0.37,0.30,0.28,12.55,0.00,0.00,1.09
471,Belgium,1981,0.45,0.34,0.29,0.38,12.86,0.00,0.00,1.00
472,Belgium,1982,0.46,0.29,0.05,0.33,15.66,0.00,0.00,0.95
473,Belgium,1983,0.39,0.30,0.02,0.34,24.11,0.00,0.00,0.86
474,Belgium,1984,0.45,0.31,0.02,0.35,27.74,0.00,0.00,0.83
475,Belgium,1985,0.45,0.31,0.05,0.29,34.60,0.00,0.00,0.84
476,Belgium,1986,0.38,0.28,0.12,0.34,39.39,0.00,0.00,0.95
477,Belgium,1987,0.38,0.31,0.14,0.43,41.97,0.00,0.01,0.96
478,Belgium,1988,0.39,0.30,0.18,0.36,43.10,0.00,0.01,0.99
479,Belgium,1989,0.41,0.34,0.19,0.31,41.22,0.00,0.01,0.97
480,Belgium,1990,0.45,0.34,0.28,0.27,42.72,0.00,0.01,1.04
481,Belgium,1991,0.43,0.37,0.30,0.23,42.86,0.00,0.01,1.11
482,Belgium,1992,0.38,0.38,0.27,0.34,43.46,0.00,0.01,1.13
483,Belgium,1993,0.36,0.40,0.25,0.25,41.93,0.00,0.01,1.11
484,Belgium,1994,0.39,0.41,0.25,0.35,40.62,0.00,0.01,1.21
485,Belgium,1995,0.37,0.45,0.32,0.34,41.36,0.00,0.01,1.20
486,Belgium,1996,0.35,0.50,0.31,0.24,43.34,0.00,0.01,1.30
487,Belgium,1997,0.33,0.48,0.28,0.31,47.41,0.00,0.01,1.33
488,Belgium,1998,0.33,0.52,0.36,0.39,46.17,0.00,0.01,1.35
489,Belgium,1999,0.29,0.56,0.50,0.34,49.02,0.00,0.01,1.30
490,Belgium,2000,0.32,0.56,0.57,0.46,48.16,0.00,0.02,1.34
491,Belgium,2001,0.30,0.55,0.60,0.44,46.35,0.00,0.04,1.36
492,Belgium,2002,0.26,0.57,0.72,0.36,47.36,0.00,0.06,1.37
493,Belgium,2003,0.25,0.61,0.86,0.25,47.38,0.00,0.09,1.44
494,Belgium,2004,0.23,0.62,1.04,0.32,47.31,0.00,0.14,1.46
495,Belgium,2005,0.22,0.61,1.59,0.29,47.60,0.00,0.23,1.45
496,Belgium,2006,0.21,0.63,2.23,0.36,46.65,0.00,0.37,1.44
497,Belgium,2007,0.19,0.63,2.60,0.39,48.23,0.01,0.49,1.46
498,Belgium,2008,0.19,0.63,3.33,0.41,45.57,0.04,0.64,1.53
499,Belgium,2009,0.12,0.63,3.95,0.33,47.22,0.17,1.00,1.38
500,Belgium,2010,0.16,0.70,4.33,0.31,47.94,0.56,1.29,1.43
501,Belgium,2011,0.15,0.59,4.70,0.20,48.23,1.17,2.31,1.33
502,Belgium,2012,0.14,0.60,5.20,0.36,40.30,2.15,2.75,1.29
503,Belgium,2013,0.15,0.60,4.98,0.38,42.64,2.64,3.67,1.32
504,Belgium,2014,0.14,0.52,4.47,0.30,33.70,2.89,4.62,1.30
505,Belgium,2015,0.14,0.57,5.56,0.32,26.10,3.06,5.57,1.35
506,Belgium,2016,0.13,0.58,5.45,0.37,43.52,3.10,5.44,1.37
507,Belgium,2017,0.13,0.59,5.78,0.27,42.23,3.31,6.51,1.39
508,Belgium,2018,0.13,0.61,5.47,0.31,28.60,3.90,7.46,1.42
509,Belgium,2019,0.13,0.63,5.13,0.30,43.76,3.95,9.53,1.38
510,Brazil,1965,0.07,0.00,0.00,25.52,0.00,0.00,0.00,0.64
511,Brazil,1966,0.08,0.00,0.00,27.91,0.00,0.00,0.00,0.70
512,Brazil,1967,0.08,0.00,0.00,29.19,0.00,0.00,0.00,0.72
513,Brazil,1968,0.08,0.00,0.00,30.55,0.00,0.00,0.00,0.86
514,Brazil,1969,0.09,0.00,0.00,32.69,0.00,0.00,0.00,0.95
515,Brazil,1970,0.10,0.00,0.51,39.80,0.00,0.00,0.00,1.07
516,Brazil,1971,0.10,0.00,0.63,43.20,0.00,0.00,0.00,1.18
517,Brazil,1972,0.11,0.01,0.72,50.68,0.00,0.00,0.00,1.36
518,Brazil,1973,0.11,0.01,0.75,57.89,0.00,0.00,0.00,1.68
519,Brazil,1974,0.11,0.01,0.79,65.68,0.00,0.00,0.00,1.81
520,Brazil,1975,0.13,0.02,0.87,72.29,0.00,0.00,0.00,1.86
521,Brazil,1976,0.14,0.02,0.86,82.91,0.00,0.00,0.00,2.02
522,Brazil,1977,0.18,0.02,1.12,93.48,0.00,0.00,0.00,2.06
523,Brazil,1978,0.21,0.03,1.33,102.75,0.00,0.00,0.00,2.24
524,Brazil,1979,0.23,0.03,1.78,116.58,0.00,0.00,0.00,2.36
525,Brazil,1980,0.25,0.04,1.81,128.91,0.00,0.00,0.00,2.28
526,Brazil,1981,0.24,0.03,1.87,130.77,0.00,0.00,0.00,2.17
527,Brazil,1982,0.26,0.05,2.18,141.13,0.00,0.00,0.00,2.20
528,Brazil,1983,0.29,0.06,2.98,151.48,0.00,0.00,0.00,2.09
529,Brazil,1984,0.35,0.07,2.85,166.59,1.64,0.00,0.00,2.12
530,Brazil,1985,0.42,0.09,3.07,178.38,3.38,0.00,0.00,2.15
531,Brazil,1986,0.42,0.11,3.19,182.42,0.14,0.00,0.00,2.37
532,Brazil,1987,0.44,0.12,3.57,185.60,0.97,0.00,0.00,2.44
533,Brazil,1988,0.45,0.12,3.34,199.09,0.61,0.00,0.00,2.48
534,Brazil,1989,0.45,0.12,3.40,204.69,1.83,0.00,0.00,2.50
535,Brazil,1990,0.40,0.11,3.86,206.71,2.24,0.00,0.00,2.47
536,Brazil,1991,0.46,0.12,4.00,217.78,1.44,0.00,0.00,2.50
537,Brazil,1992,0.45,0.13,4.93,223.34,1.76,0.00,0.00,2.69
538,Brazil,1993,0.46,0.16,4.98,235.07,0.44,0.00,0.00,2.80
539,Brazil,1994,0.47,0.17,5.39,242.71,0.06,0.00,0.00,2.99
540,Brazil,1995,0.50,0.19,5.59,253.91,2.52,0.00,0.00,3.12
541,Brazil,1996,0.51,0.21,6.75,265.77,2.43,0.00,0.00,3.32
542,Brazil,1997,0.51,0.23,7.38,278.97,3.17,0.00,0.00,3.57
543,Brazil,1998,0.50,0.24,7.51,291.47,3.27,0.00,0.01,3.72
544,Brazil,1999,0.51,0.28,8.38,293.00,3.98,0.00,0.00,3.78
545,Brazil,2000,0.54,0.35,7.86,304.40,6.05,0.00,0.00,3.72
546,Brazil,2001,0.54,0.44,8.99,267.88,14.28,0.00,0.03,3.78
547,Brazil,2002,0.52,0.52,10.23,286.09,13.84,0.00,0.06,3.71
548,Brazil,2003,0.54,0.58,11.89,305.62,13.36,0.00,0.06,3.60
549,Brazil,2004,0.56,0.70,12.48,320.80,11.61,0.00,0.06,3.72
550,Brazil,2005,0.54,0.72,13.59,337.46,9.86,0.00,0.09,3.79
551,Brazil,2006,0.54,0.76,14.85,348.81,13.75,0.00,0.24,3.87
552,Brazil,2007,0.57,0.78,18.06,374.02,12.35,0.00,0.66,4.02
553,Brazil,2008,0.58,0.92,19.79,369.56,13.97,0.00,1.18,4.20
554,Brazil,2009,0.47,0.74,22.88,390.99,12.96,0.00,1.24,4.16
555,Brazil,2010,0.61,0.99,31.94,403.29,14.52,0.00,2.18,4.54
556,Brazil,2011,0.65,0.99,32.63,428.33,15.66,0.00,2.70,4.83
557,Brazil,2012,0.64,1.17,35.77,415.34,16.04,0.00,5.05,4.98
558,Brazil,2013,0.69,1.38,40.97,390.99,15.45,0.00,6.58,5.26
559,Brazil,2014,0.73,1.46,47.08,373.44,15.38,0.02,12.21,5.43
560,Brazil,2015,0.74,1.55,49.88,359.74,14.73,0.06,21.63,5.09
561,Brazil,2016,0.67,1.34,51.33,380.91,15.86,0.09,33.49,4.83
562,Brazil,2017,0.70,1.35,52.91,370.91,15.74,0.83,42.37,4.90
563,Brazil,2018,0.70,1.29,54.38,388.97,15.67,3.46,48.48,4.69
564,Brazil,2019,0.66,1.29,56.25,399.30,16.16,5.56,55.83,4.73
565,Bulgaria,1965,0.25,0.00,0.00,2.00,0.00,0.00,0.00,0.16
566,Bulgaria,1966,0.26,0.00,0.00,2.01,0.00,0.00,0.00,0.18
567,Bulgaria,1967,0.28,0.01,0.00,2.02,0.00,0.00,0.00,0.23
568,Bulgaria,1968,0.31,0.01,0.00,1.31,0.00,0.00,0.00,0.27
569,Bulgaria,1969,0.31,0.01,0.00,1.84,0.00,0.00,0.00,0.33
570,Bulgaria,1970,0.34,0.01,0.00,2.15,0.00,0.00,0.00,0.38
571,Bulgaria,1971,0.33,0.01,0.00,2.17,0.00,0.00,0.00,0.42
572,Bulgaria,1972,0.34,0.01,0.00,2.10,0.00,0.00,0.00,0.44
573,Bulgaria,1973,0.34,0.01,0.00,2.57,0.00,0.00,0.00,0.46
574,Bulgaria,1974,0.34,0.02,0.00,2.08,0.93,0.00,0.00,0.48
575,Bulgaria,1975,0.35,0.04,0.00,2.45,2.55,0.00,0.00,0.51
576,Bulgaria,1976,0.33,0.07,0.00,2.95,4.99,0.00,0.00,0.53
577,Bulgaria,1977,0.33,0.09,0.00,3.53,5.88,0.00,0.00,0.55
578,Bulgaria,1978,0.35,0.10,0.00,2.91,5.91,0.00,0.00,0.56
579,Bulgaria,1979,0.36,0.10,0.00,3.31,6.18,0.00,0.00,0.58
580,Bulgaria,1980,0.38,0.13,0.00,3.71,6.17,0.00,0.00,0.59
581,Bulgaria,1981,0.39,0.14,0.00,3.62,9.12,0.00,0.00,0.53
582,Bulgaria,1982,0.41,0.16,0.00,3.05,10.75,0.00,0.00,0.51
583,Bulgaria,1983,0.40,0.17,0.00,3.35,12.32,0.00,0.00,0.50
584,Bulgaria,1984,0.40,0.18,0.00,3.26,12.74,0.00,0.00,0.48
585,Bulgaria,1985,0.42,0.19,0.00,2.24,13.13,0.00,0.00,0.44
586,Bulgaria,1986,0.43,0.19,0.00,2.33,12.07,0.00,0.00,0.46
587,Bulgaria,1987,0.43,0.21,0.00,2.54,12.44,0.00,0.00,0.45
588,Bulgaria,1988,0.40,0.21,0.00,2.60,16.03,0.00,0.00,0.47
589,Bulgaria,1989,0.41,0.21,0.00,2.69,14.57,0.00,0.00,0.46
590,Bulgaria,1990,0.35,0.23,0.00,1.88,14.67,0.00,0.00,0.42
591,Bulgaria,1991,0.31,0.19,0.00,2.44,13.18,0.00,0.00,0.29
592,Bulgaria,1992,0.33,0.17,0.00,2.06,11.55,0.00,0.00,0.25
593,Bulgaria,1993,0.35,0.16,0.00,1.94,13.97,0.00,0.00,0.27
594,Bulgaria,1994,0.32,0.16,0.00,1.47,15.34,0.00,0.00,0.26
595,Bulgaria,1995,0.32,0.19,0.00,2.31,17.26,0.00,0.00,0.27
596,Bulgaria,1996,0.32,0.19,0.00,2.92,18.08,0.00,0.00,0.25
597,Bulgaria,1997,0.36,0.16,0.00,2.75,17.75,0.00,0.00,0.19
598,Bulgaria,1998,0.35,0.13,0.00,3.10,16.90,0.00,0.00,0.21
599,Bulgaria,1999,0.29,0.11,0.00,2.75,15.81,0.00,0.00,0.19
600,Bulgaria,2000,0.26,0.12,0.00,2.67,18.18,0.00,0.00,0.18
601,Bulgaria,2001,0.30,0.10,0.00,1.74,19.55,0.00,0.00,0.19
602,Bulgaria,2002,0.28,0.09,0.00,2.19,20.22,0.00,0.00,0.20
603,Bulgaria,2003,0.31,0.10,0.00,3.03,17.28,0.00,0.00,0.20
604,Bulgaria,2004,0.30,0.09,0.00,3.17,16.82,0.00,0.00,0.20
605,Bulgaria,2005,0.29,0.12,0.00,4.34,18.65,0.00,0.01,0.22
606,Bulgaria,2006,0.29,0.12,0.00,4.24,19.49,0.00,0.02,0.23
607,Bulgaria,2007,0.33,0.12,0.00,2.87,14.64,0.00,0.05,0.22
608,Bulgaria,2008,0.32,0.12,0.02,2.82,15.77,0.00,0.12,0.21
609,Bulgaria,2009,0.27,0.09,0.01,3.47,15.26,0.00,0.24,0.19
610,Bulgaria,2010,0.29,0.10,0.04,5.06,15.25,0.02,0.68,0.17
611,Bulgaria,2011,0.34,0.11,0.06,2.92,16.31,0.10,0.86,0.17
612,Bulgaria,2012,0.29,0.10,0.07,3.23,15.79,0.81,1.22,0.17
613,Bulgaria,2013,0.25,0.10,0.11,4.08,14.17,1.36,1.37,0.16
614,Bulgaria,2014,0.27,0.10,0.20,4.61,15.87,1.25,1.33,0.17
615,Bulgaria,2015,0.27,0.11,0.27,5.66,15.38,1.38,1.45,0.19
616,Bulgaria,2016,0.24,0.11,0.35,3.94,15.78,1.39,1.43,0.19
617,Bulgaria,2017,0.26,0.12,0.40,2.83,15.55,1.40,1.50,0.20
618,Bulgaria,2018,0.23,0.11,1.49,5.15,16.13,1.34,1.32,0.20
619,Bulgaria,2019,0.21,0.10,1.15,3.42,16.57,1.83,1.31,0.21
620,CIS,1965,12.45,4.38,0.00,81.43,1.86,0.00,0.00,7.18
621,CIS,1966,12.91,4.89,0.00,91.82,2.06,0.00,0.00,7.69
622,CIS,1967,13.11,5.38,0.00,88.57,2.25,0.00,0.00,8.38
623,CIS,1968,12.99,5.81,0.00,104.04,3.13,0.00,0.00,8.93
624,CIS,1969,13.18,6.21,0.00,115.18,3.63,0.00,0.00,9.50
625,CIS,1970,13.07,6.82,0.00,124.38,4.39,0.00,0.00,10.46
626,CIS,1971,13.33,7.46,0.00,126.10,5.39,0.00,0.00,11.09
627,CIS,1972,13.69,7.84,0.00,122.90,9.83,0.00,0.00,12.02
628,CIS,1973,13.85,8.53,0.00,122.35,14.31,0.00,0.00,12.93
629,CIS,1974,13.92,9.04,0.00,132.03,21.46,0.00,0.00,14.20
630,CIS,1975,14.32,9.87,0.00,125.99,28.62,0.00,0.00,14.88
631,CIS,1976,14.30,10.86,0.00,135.74,38.15,0.00,0.00,15.30
632,CIS,1977,14.56,11.64,0.00,147.01,51.03,0.00,0.00,15.91
633,CIS,1978,14.47,12.41,0.00,169.70,52.46,0.00,0.00,16.88
634,CIS,1979,14.58,13.17,0.00,172.02,59.62,0.00,0.00,17.18
635,CIS,1980,14.13,13.57,0.00,183.94,73.92,0.00,0.00,18.01
636,CIS,1981,14.04,14.37,0.00,186.74,87.09,0.00,0.00,18.16
637,CIS,1982,14.26,15.52,0.00,174.68,100.25,0.00,0.00,18.03
638,CIS,1983,14.29,16.64,0.00,180.36,111.40,0.00,0.00,17.77
639,CIS,1984,14.16,18.16,0.00,202.99,143.80,0.00,0.00,17.77
640,CIS,1985,10.28,15.63,0.00,194.09,104.59,0.00,0.00,14.21
641,CIS,1986,10.61,16.04,0.00,195.20,107.97,0.00,0.00,14.39
642,CIS,1987,10.80,16.91,0.00,196.98,129.03,0.00,0.00,14.38
643,CIS,1988,10.72,17.82,0.00,204.92,139.63,0.00,0.00,14.38
644,CIS,1989,10.35,18.22,0.00,199.16,137.72,0.00,0.00,14.46
645,CIS,1990,9.62,18.40,0.07,211.24,118.33,0.00,0.00,14.29
646,CIS,1991,8.91,18.74,0.07,211.46,120.52,0.00,0.00,13.88
647,CIS,1992,8.39,18.19,0.06,216.00,120.09,0.00,0.00,13.00
648,CIS,1993,7.57,18.00,0.06,222.58,119.63,0.00,0.00,10.69
649,CIS,1994,6.77,16.91,0.06,226.33,98.20,0.00,0.00,9.26
650,CIS,1995,6.26,16.41,0.06,220.32,99.92,0.00,0.00,8.17
651,CIS,1996,6.05,16.60,0.06,198.82,111.44,0.00,0.00,7.17
652,CIS,1997,5.52,15.39,0.06,197.85,110.41,0.00,0.00,7.07
653,CIS,1998,5.21,15.97,0.06,198.34,105.40,0.00,0.00,6.79
